"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump","n"
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Local TV news","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","Right direction","Rarely","Don't know / No opinion","Strongly support","Undecided","Strongly support","Strongly support","A great deal","No",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","No","In between","Rarely","Don't know / No opinion","Strongly support","Strongly support","Strongly oppose","Support","Not at all","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","Yes","In between","Rarely","Neither is committed","Undecided","Strongly support","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","1","1",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","Yes","Right direction","Always","Republicans","Support","Strongly support","Support","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No","Wrong track","Sometimes","They're equally committed","Undecided","Support","Undecided","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Cable news","Yes","Wrong track","Sometimes","Neither is committed","Support","Strongly support","Support","Support","A great deal","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","No opinion","Don't know / No opinion","Democrats",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","Yes","In between","Rarely","Democrats","Strongly support","Strongly oppose","Undecided","Strongly support","A great deal","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","No","No opinion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Local TV news","Yes","No opinion","Rarely","Don't know / No opinion",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Word of mouth","No","In between","Sometimes","Don't know / No opinion","Undecided","Oppose","Undecided","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","No","Wrong track","Don't know / No opinion","Don't know / No opinion","Oppose","Strongly support",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Newspapers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No","Wrong track","Never","Democrats","Strongly support","Strongly support","Strongly oppose","Strongly support","A great deal","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Local TV news","No","In between","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","Wrong track",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","In between",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Newspapers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local TV news","No","In between","Sometimes","They're equally committed","Strongly oppose","Strongly support","Strongly support","Strongly support",NA,"Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","National public radio","No","In between","Very often","They're equally committed","Strongly oppose","Strongly support","Strongly support","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No","Right direction","Sometimes","Republicans",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","Yes","Wrong track","Very often","They're equally committed","Oppose","Oppose","Undecided","Oppose","A great deal","No","Decreased my motivation to vote","Yes","1","1","0","1","0","0","0","0","0","0","0","Donald Trump",NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local TV news","Yes","Wrong track","Sometimes","Don't know / No opinion","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","Yes","Wrong track","Rarely","Republicans","Oppose","Support","Support","Oppose","Not at all","Don't know / No opinion",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Newspapers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","No","In between","Rarely","Republicans","Oppose","Support","Oppose","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Word of mouth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local radio","No","Right direction","Sometimes","Democrats",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Local TV news","Yes","No opinion","Never","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","A great deal","Yes","Slightly decreased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No","Wrong track","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Newspapers","Yes","Right direction","Always","Democrats","Support","Strongly support","Strongly support","Strongly support","A great deal","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No","In between","Never","Neither is committed","Undecided","Strongly support","Undecided","Strongly support","Not at all","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","Wrong track","Rarely","Democrats","Strongly support","Strongly support","Strongly support","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Do not have access to news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Support","Strongly support","Not at all","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Do not have access to news","No","No opinion","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","No","Wrong track","Never","Neither is committed","Support","Support","Support","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No","Wrong track","Sometimes","They're equally committed",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Cable news","No","Right direction","Never","Democrats","Strongly support","Undecided","Undecided","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local TV news","No","No opinion","Don't know / No opinion",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","Yes","No opinion","Rarely","Don't know / No opinion","Strongly oppose","Strongly oppose","Strongly oppose",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","Wrong track","Never","Neither is committed","Strongly oppose","Support","Strongly support","Support","A great deal","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Word of mouth","No","In between","Sometimes","Don't know / No opinion","Strongly support","Support","Strongly support","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","No","Right direction","Sometimes","Don't know / No opinion","Strongly oppose","Strongly oppose","Support","Strongly oppose",NA,"No",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Do not read / watch / listen to the news","No","Wrong track",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","Yes","In between","Rarely","Neither is committed","Support","Strongly support","Support","Oppose","A great deal","Yes","Decreased my motivation to vote","No","0","0","0","0","0","0","1","1","0","1","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","Yes","Wrong track","Never","Neither is committed",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Newspapers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local radio","Yes","In between","Sometimes","They're equally committed","Undecided","Support","Strongly support","Support","Not sure","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","In between","Rarely","Republicans","Strongly oppose","Strongly support","Strongly support","Support","Not at all","Yes","No impact","No","0","0","0","0","0","0","1","0","0","1","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not at all","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Local TV news","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Local TV news","No","Wrong track","Never","Neither is committed","Undecided","Strongly support","Strongly oppose","Support","A great deal","Don't know / No opinion","No impact","Yes","0","1","0","0","1","0","0","0","0","0","1",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Cable news","No","Wrong track","Rarely","Democrats","Support","Support","Support","Strongly support","Somewhat","Yes","No impact","Yes","0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Do not have access to news","No","In between","Sometimes","Don't know / No opinion",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Newspapers","No","No opinion","Don't know / No opinion","Don't know / No opinion",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local TV news","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","Wrong track","Rarely","Don't know / No opinion","Oppose","Strongly support","Support","Undecided","A great deal","Yes",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Cable news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local radio","No","No opinion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Very Frequently","Newspapers","Yes","In between","Very often","Democrats","Strongly support","Strongly oppose","Undecided","Strongly support",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","Yes","In between",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Cable news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","Yes","In between","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","No","In between",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local TV news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local TV news","Yes","Right direction","Sometimes","Republicans","Strongly oppose","Support","Strongly support","Strongly oppose","Somewhat","Yes","No impact","No","0","1","0","0","0","0","1","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Do not read / watch / listen to the news","No","No opinion","Always","They're equally committed","Strongly oppose","Strongly oppose","Strongly oppose","Support","Not sure","Don't know / No opinion",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Occasionally","Local TV news","Yes","No opinion","Sometimes","Neither is committed","Strongly support","Support","Strongly support","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Local radio","Yes","Wrong track","Rarely","Neither is committed","Strongly oppose","Strongly support",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Rarely","Word of mouth","No","Wrong track","Don't know / No opinion","Don't know / No opinion","Support","Strongly support","Undecided","Strongly support","Not sure","Don't know / No opinion",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","Yes","In between","Very often","Republicans","Strongly support","Undecided","Strongly support","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Frequently","Local TV news","No","In between","Very often","They're equally committed",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"AR",NA,"Never","Word of mouth","No","No opinion","Don't know / No opinion","Don't know / No opinion","Oppose","Support","Oppose","Undecided","Not sure","Yes","No impact","No","0","0","0","0","0","0","0","0","0","0","0",NA,NA,206
